CompanyID,CompanyAcronym,CompanyName,SignalID,HistorianID,HistorianAcronym,HistorianConnectionString,PointID,PointTag,AlternateTag,DeviceID,NodeID,DeviceAcronym,DeviceName,FramesPerSecond,DeviceEnabled,ContactList,VendorDeviceID,VendorDeviceName,VendorDeviceDescription,ProtocolID,ProtocolAcronym,ProtocolName,SignalTypeID,PhasorSourceIndex,PhasorLabel,PhasorType,Phase,BaseKV,SignalReference,Adder,Multiplier,Description,Subscribed,Internal,Enabled,EngineeringUnits,Source,SignalAcronym,SignalName,SignalTypeSuffix,Longitude,Latitude,ID,UpdatedOn
30,TVA,Tennessee Valley Authority,7aaf0a8f-3a4f-4c43-ab43-ed9d1e64a255,1,PPA,,1,TVA_SHELBY:ABBS,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,8,,,,,,SHELBY-SF,0.0,1.0,Shelby ABB-521 Status Flags,0,1,1,,PMU,FLAG,Status Flags,SF,-89.8038,35.3871,PPA:1,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,93673c68-d59d-4926-b7e9-e7678f9f66b4,1,PPA,,2,TVA_SHELBY:ABBF,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,5,,,,,,SHELBY-FQ,0.0,1.0,Shelby ABB-521 Frequency,0,1,1,Hz,PMU,FREQ,Frequency,FQ,-89.8038,35.3871,PPA:2,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,65ac9cf6-ae33-4ece-91b6-bb79343855d5,1,PPA,,3,TVA_SHELBY:ABBD1,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,9,,,,,,SHELBY-DV1,0.0,1.0,Shelby ABB-521 Digital Value 1,0,1,1,,PMU,DIGI,Digital Value,DV,-89.8038,35.3871,PPA:3,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,3647f729-d0ed-4f79-85ad-dae2149cd432,1,PPA,,4,TVA_SHELBY:ABBDF,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,6,,,,,,SHELBY-DF,0.0,1.0,Shelby ABB-521 Frequency Delta (dF/dt),0,1,1,,PMU,DFDT,Frequency Delta (dF/dt),DF,-89.8038,35.3871,PPA:4,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,069c5e29-f78a-46f6-9dff-c92cb4f69371,1,PPA,,5,TVA_SHELBY-BUS1:ABBV,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,3,1,500 kV Bus 1,V,+,0,SHELBY-PM1,0.0,1.0,Shelby ABB-521 500 kV Bus 1 Positive Sequence Voltage Magnitude,0,1,1,Volts,Phasor,VPHM,Voltage Magnitude,PM,-89.8038,35.3871,PPA:5,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,25355a7b-2a9d-4ef2-99ba-4dd791461379,1,PPA,,6,TVA_SHELBY-BUS1:ABBVH,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,4,1,500 kV Bus 1,V,+,0,SHELBY-PA1,0.0,1.0,Shelby ABB-521 500 kV Bus 1 Positive Sequence Voltage Phase Angle,0,1,1,Degrees,Phasor,VPHA,Voltage Phase Angle,PA,-89.8038,35.3871,PPA:6,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,ee130f0f-8c94-414f-b081-9551ffb73753,1,PPA,,7,TVA_SHELBY-BUS2:ABBV,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,3,2,500 kV Bus 2,V,+,0,SHELBY-PM2,0.0,1.0,Shelby ABB-521 500 kV Bus 2 Positive Sequence Voltage Magnitude,0,1,1,Volts,Phasor,VPHM,Voltage Magnitude,PM,-89.8038,35.3871,PPA:7,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,96cb33be-f7e4-4dfe-a20a-50976aa507fd,1,PPA,,8,TVA_SHELBY-BUS2:ABBVH,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,4,2,500 kV Bus 2,V,+,0,SHELBY-PA2,0.0,1.0,Shelby ABB-521 500 kV Bus 2 Positive Sequence Voltage Phase Angle,0,1,1,Degrees,Phasor,VPHA,Voltage Phase Angle,PA,-89.8038,35.3871,PPA:8,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,34172112-0565-4ad7-b314-f0876d978751,1,PPA,,9,TVA_SHELBY-CORD:ABBI,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,1,3,Cordova,I,+,0,SHELBY-PM3,0.0,1.0,Shelby ABB-521 Cordova Positive Sequence Current Magnitude,0,1,1,Amps,Phasor,IPHM,Current Magnitude,PM,-89.8038,35.3871,PPA:9,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,70e72607-dbbc-458b-9c66-5fd32b447a03,1,PPA,,10,TVA_SHELBY-CORD:ABBIH,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,2,3,Cordova,I,+,0,SHELBY-PA3,0.0,1.0,Shelby ABB-521 Cordova Positive Sequence Current Phase Angle,0,1,1,Degrees,Phasor,IPHA,Current Phase Angle,PA,-89.8038,35.3871,PPA:10,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,28bbb1fc-3434-48d3-87a8-bf5024c089d5,1,PPA,,11,TVA_SHELBY-DELL:ABBI,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,1,4,Dell,I,+,0,SHELBY-PM4,0.0,1.0,Shelby ABB-521 Dell Positive Sequence Current Magnitude,0,1,1,Amps,Phasor,IPHM,Current Magnitude,PM,-89.8038,35.3871,PPA:11,2020-04-28 04:24:25
30,TVA,Tennessee Valley Authority,c635e906-8bfb-486d-901e-46c8e07afdc3,1,PPA,,12,TVA_SHELBY-DELL:ABBIH,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,2,4,Dell,I,+,0,SHELBY-PA4,0.0,1.0,Shelby ABB-521 Dell Positive Sequence Current Phase Angle,0,1,1,Degrees,Phasor,IPHA,Current Phase Angle,PA,-89.8038,35.3871,PPA:12,2020-04-28 04:24:26
30,TVA,Tennessee Valley Authority,ed6def67-54c4-4e74-af95-c95fa6915fbc,1,PPA,,13,TVA_SHELBY-LAGO:ABBI,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,1,5,Lagoon Creek,I,+,0,SHELBY-PM5,0.0,1.0,Shelby ABB-521 Lagoon Creek Positive Sequence Current Magnitude,0,1,1,Amps,Phasor,IPHM,Current Magnitude,PM,-89.8038,35.3871,PPA:13,2020-04-28 04:24:26
30,TVA,Tennessee Valley Authority,bcd7aa41-32f1-4d3c-96d5-9e1da2c9469e,1,PPA,,14,TVA_SHELBY-LAGO:ABBIH,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,2,5,Lagoon Creek,I,+,0,SHELBY-PA5,0.0,1.0,Shelby ABB-521 Lagoon Creek Positive Sequence Current Phase Angle,0,1,1,Degrees,Phasor,IPHA,Current Phase Angle,PA,-89.8038,35.3871,PPA:14,2020-04-28 04:24:26
30,TVA,Tennessee Valley Authority,2f1fb55d-39d6-4a36-a4cc-39b5892aa819,2,STAT,,15,TVA_SHELBY!PMU:ST1,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!PMU-ST1,0.0,1.0,Device statistic for Number of data quality errors reported by device during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:15,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,eae3c836-c3f8-4d05-8ecb-6a38491684cc,2,STAT,,16,TVA_SHELBY!PMU:ST2,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!PMU-ST2,0.0,1.0,Device statistic for Number of time quality errors reported by device during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:16,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,081e044d-1406-47a4-852d-1d876baef26d,2,STAT,,17,TVA_SHELBY!PMU:ST3,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!PMU-ST3,0.0,1.0,Device statistic for Number of device errors reported by device during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:17,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,adce6645-05ee-4783-b980-07be25a125a8,2,STAT,,18,TVA_SHELBY!PMU:ST4,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!PMU-ST4,0.0,1.0,Device statistic for Number of measurements received from device during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:18,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,6ab5a757-c370-4613-bb4a-61b285497017,2,STAT,,19,TVA_SHELBY!PMU:ST5,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!PMU-ST5,0.0,1.0,Device statistic for Expected number of measurements received from device during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:19,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,bce715e5-75e3-42e9-b245-4e83f2670ad8,2,STAT,,20,TVA_SHELBY!PMU:ST6,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!PMU-ST6,0.0,1.0,Device statistic for Number of measurements received while device was reporting errors during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:20,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,b0ac562b-a184-4760-b913-481e890ad592,2,STAT,,21,TVA_SHELBY!PMU:ST7,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!PMU-ST7,0.0,1.0,Device statistic for Number of defined measurements (per frame) from device during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:21,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,54291975-b038-46c5-95ba-378da4618b9a,2,STAT,,22,TVA_SHELBY!IS:ST1,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST1,0.0,1.0,InputStream statistic for Total number of frames received from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:22,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,e1cdac11-1285-448e-98cc-cc4d104bb50b,2,STAT,,23,TVA_SHELBY!IS:ST2,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST2,0.0,1.0,InputStream statistic for Timestamp of last received data frame from input stream.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:23,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,8136a966-1ffe-414f-8d86-3de107aa1b3a,2,STAT,,24,TVA_SHELBY!IS:ST3,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST3,0.0,1.0,InputStream statistic for Number of frames that were not received from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:24,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,93f88fcb-558e-4c4e-a864-2ba1f4b84b6e,2,STAT,,25,TVA_SHELBY!IS:ST4,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST4,0.0,1.0,InputStream statistic for Number of CRC errors reported from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:25,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,710adfb0-a265-4f57-bde9-52a502cf06ca,2,STAT,,26,TVA_SHELBY!IS:ST5,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST5,0.0,1.0,InputStream statistic for Number of out-of-order frames received from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:26,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,cb3d1f37-62d3-44a2-ab16-186f758e6112,2,STAT,,27,TVA_SHELBY!IS:ST6,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST6,0.0,1.0,"InputStream statistic for Minimum latency from input stream, in milliseconds, during last reporting interval.",0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:27,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,6d9e2449-ab1d-4b26-ba2c-1cb649615e33,2,STAT,,28,TVA_SHELBY!IS:ST7,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST7,0.0,1.0,"InputStream statistic for Maximum latency from input stream, in milliseconds, during last reporting interval.",0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:28,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,6be555d1-4858-482d-a469-b03917945879,2,STAT,,29,TVA_SHELBY!IS:ST8,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST8,0.0,1.0,InputStream statistic for Boolean value representing if input stream was continually connected during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:29,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,83dde3a5-4f3b-4997-be2f-f03be8ba685b,2,STAT,,30,TVA_SHELBY!IS:ST9,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST9,0.0,1.0,InputStream statistic for Boolean value representing if input stream has received (or has cached) a configuration frame during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:30,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,450e9dbd-d291-45dd-9710-9df5881bb548,2,STAT,,31,TVA_SHELBY!IS:ST10,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST10,0.0,1.0,InputStream statistic for Number of configuration changes reported by input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:31,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,be4f25e3-36a8-4502-b935-fbdf8b432990,2,STAT,,32,TVA_SHELBY!IS:ST11,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST11,0.0,1.0,InputStream statistic for Number of data frames received from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:32,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,3ed73e62-5b8d-40a8-b786-8702c71e268a,2,STAT,,33,TVA_SHELBY!IS:ST12,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST12,0.0,1.0,InputStream statistic for Number of configuration frames received from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:33,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,7108bb63-8076-4fc5-a93d-ff404346f8c9,2,STAT,,34,TVA_SHELBY!IS:ST13,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST13,0.0,1.0,InputStream statistic for Number of header frames received from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:34,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,b7186cd4-1306-4796-bffb-f3b8e84f60ff,2,STAT,,35,TVA_SHELBY!IS:ST14,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST14,0.0,1.0,"InputStream statistic for Average latency, in milliseconds, for data received from input stream during last reporting interval.",0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:35,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,b025852a-d2a9-4480-a834-e359e150a093,2,STAT,,36,TVA_SHELBY!IS:ST15,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST15,0.0,1.0,InputStream statistic for Frame rate as defined by input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:36,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,849b1763-1c42-4e5c-98d6-42d62fdcdcd6,2,STAT,,37,TVA_SHELBY!IS:ST16,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST16,0.0,1.0,InputStream statistic for Latest actual mean frame rate for data received from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:37,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,caa2416b-b04d-40dc-9be1-5c22f06bba54,2,STAT,,38,TVA_SHELBY!IS:ST17,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST17,0.0,1.0,InputStream statistic for Latest actual mean Mbps data rate for data received from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:38,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,2c81b2f6-6317-46ae-acc0-6360730eb76b,2,STAT,,39,TVA_SHELBY!IS:ST18,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST18,0.0,1.0,InputStream statistic for Number of data units that were not received at least once from input stream during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:39,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,4cc81ce1-81fe-4e4d-819c-9857ce95bba8,2,STAT,,40,TVA_SHELBY!IS:ST19,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST19,0.0,1.0,InputStream statistic for Number of bytes received from the input source during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:40,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,2c8191b9-96f3-40e6-8954-0a6237cf3c3b,2,STAT,,41,TVA_SHELBY!IS:ST20,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST20,0.0,1.0,InputStream statistic for Number of processed measurements reported by the input stream during the lifetime of the input stream.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:41,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,d15c03af-170a-4a9d-ae63-fe3b8980ed51,2,STAT,,42,TVA_SHELBY!IS:ST21,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST21,0.0,1.0,InputStream statistic for Number of bytes received from the input source during the lifetime of the input stream.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:42,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,2ef688b1-c1af-4f78-84fb-abee7f3bc4da,2,STAT,,43,TVA_SHELBY!IS:ST22,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST22,0.0,1.0,InputStream statistic for The minimum number of measurements received per second during the last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:43,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,bea8fca6-a4c4-4e81-8047-8b9a4bccb9c5,2,STAT,,44,TVA_SHELBY!IS:ST23,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST23,0.0,1.0,InputStream statistic for The maximum number of measurements received per second during the last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:44,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,c3868a78-55d4-4c84-8960-a12c612ba2da,2,STAT,,45,TVA_SHELBY!IS:ST24,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST24,0.0,1.0,InputStream statistic for The average number of measurements received per second during the last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:45,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,ade40551-3413-4670-9d49-9b7409606ecb,2,STAT,,46,TVA_SHELBY!IS:ST25,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST25,0.0,1.0,"InputStream statistic for Minimum latency from input stream, in milliseconds, during the lifetime of the input stream.",0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:46,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,fa095e57-894d-4097-84d1-275a96c43a0c,2,STAT,,47,TVA_SHELBY!IS:ST26,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST26,0.0,1.0,"InputStream statistic for Maximum latency from input stream, in milliseconds, during the lifetime of the input stream.",0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:47,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,74c5f43b-0e65-4706-bf7b-ce979da0f849,2,STAT,,48,TVA_SHELBY!IS:ST27,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST27,0.0,1.0,"InputStream statistic for Average latency, in milliseconds, for data received from input stream during the lifetime of the input stream.",0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:48,2021-05-12 21:56:32
30,TVA,Tennessee Valley Authority,dd310f2c-3e6e-4249-9b22-e28be2c4bb28,2,STAT,,49,TVA_SHELBY!IS:ST28,,1,e7a5235d-cb6f-4864-a96e-a8686f36e599,SHELBY,Shelby,30,0,,2,ABB-521,ABB RES521,4,Ieee1344,IEEE 1344-1995,11,,,,,,SHELBY!IS-ST28,0.0,1.0,InputStream statistic for Total number of seconds input stream has been running.,0,1,1,,Any,STAT,Statistic,ST,-89.8038,35.3871,STAT:49,2021-05-12 21:56:32
,,,21758584-853b-4aa2-8de9-1eeedd0929df,2,STAT,,50,GPA_EXTERNAL!DATAPUBLISHER!PUB:ST1,,,e7a5235d-cb6f-4864-a96e-a8686f36e599,,,30,,,,,,,,,11,,,,,,EXTERNAL!DATAPUBLISHER!PUB-ST1,0.0,1.0,Publisher statistic for Boolean value representing if the publisher was continually connected during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,,,STAT:50,2021-05-12 21:56:32
,,,e5bd2f25-e63f-45c9-b9d0-bcd88b7a8550,2,STAT,,51,GPA_EXTERNAL!DATAPUBLISHER!PUB:ST2,,,e7a5235d-cb6f-4864-a96e-a8686f36e599,,,30,,,,,,,,,11,,,,,,EXTERNAL!DATAPUBLISHER!PUB-ST2,0.0,1.0,Publisher statistic for Number of clients connected to the command channel of the publisher during last reporting interval.,0,1,1,,Any,STAT,Statistic,ST,,,STAT:51,2021-05-12 21:56:32
